Scaffold,Transcription Start,Strand,Name,Gene,Product
NC_007604,373380,+,-,Synpcc7942_0379,hypothetical protein
NC_007604,373785,+,-,Synpcc7942_0380,hypothetical protein
NC_007604,375346,-,-,Synpcc7942_0381,hypothetical protein
NC_007604,375722,-,-,Synpcc7942_0382,hypothetical protein
NC_007604,376448,-,-,Synpcc7942_0383,hypothetical protein
NC_007604,377237,-,-,Synpcc7942_0384,hypothetical protein
NC_007604,378694,-,-,Synpcc7942_0385,geranylgeranyl reductase
NC_007604,378981,+,-,Synpcc7942_0386,hypothetical protein
NC_007604,380395,+,-,Synpcc7942_0387,hypothetical protein
NC_007604,381991,-,-,Synpcc7942_0388,glycosyltransferase
NC_007604,382081,+,-,Synpcc7942_0389,hypothetical protein
NC_007604,383454,-,-,Synpcc7942_0390,chromate transporter
NC_007604,385147,-,-,Synpcc7942_0391,hypothetical protein
NC_007604,386528,-,-,Synpcc7942_0392,membrane-bound lytic transglycosylase A
NC_007604,386677,+,-,Synpcc7942_0393,hypothetical protein
NC_007604,388220,-,-,Synpcc7942_0394,phosphatidate cytidylyltransferase
NC_007604,388494,+,-,Synpcc7942_0395,hypothetical protein
NC_007604,389953,+,purH,Synpcc7942_0396,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
NC_007604,391532,+,-,Synpcc7942_0397,neutral invertase
NC_007604,392990,+,-,Synpcc7942_0398,hypothetical protein
NC_007604,394578,-,-,Synpcc7942_0399,hypothetical protein
NC_007604,395210,-,-,Synpcc7942_0400,"anthranilate synthase, component II"
NC_007604,395731,-,-,Synpcc7942_0401,diacylglycerol kinase
NC_007604,397396,-,-,Synpcc7942_0402,metalloprotease
NC_007604,397579,-,-,Synpcc7942_0403,hypothetical protein
NC_007604,398640,-,prfB,Synpcc7942_0404,peptide chain release factor 2
NC_007604,398870,+,-,Synpcc7942_0405,DNA polymerase III subunit delta
NC_007604,399953,+,-,Synpcc7942_0406,hypothetical protein
NC_007604,400671,-,-,Synpcc7942_0407,photosystem I reaction center subunit X
NC_007604,400768,+,-,Synpcc7942_0408,N-(5'-phosphoribosyl)anthranilate isomerase
NC_007604,401749,-,-,Synpcc7942_0409,hypothetical protein
NC_007604,402022,-,-,Synpcc7942_0410,hypothetical protein
NC_007604,403021,-,trpA,Synpcc7942_0411,tryptophan synthase subunit alpha
NC_007604,403351,-,-,Synpcc7942_0412,hypothetical protein
NC_007604,403768,-,-,Synpcc7942_0413,hypothetical protein
NC_007604,404016,+,-,Synpcc7942_0414,hypothetical protein
NC_007604,406149,-,-,Synpcc7942_0415,hypothetical protein
NC_007604,406389,+,-,Synpcc7942_0416,hypothetical protein
NC_007604,406811,+,-,Synpcc7942_0417,ATPase
NC_007604,408415,+,-,Synpcc7942_0418,hypothetical protein
NC_007604,409903,-,-,Synpcc7942_0419,biotin synthase
NC_007604,411516,-,-,Synpcc7942_0420,hypothetical protein
NC_007604,411946,-,-,Synpcc7942_0421,hypothetical protein
NC_007604,412147,+,-,Synpcc7942_0422,hypothetical protein
NC_007604,413614,-,-,Synpcc7942_0423,hypothetical protein
NC_007604,413842,+,-,Synpcc7942_0424,photosystem q(b) protein
NC_007604,415441,-,-,Synpcc7942_0425,hypothetical protein
NC_007604,416086,-,-,Synpcc7942_0426,condensin subunit ScpB
NC_007604,416951,-,-,Synpcc7942_0427,ATPase
NC_007604,418610,-,-,Synpcc7942_0428,alpha-isopropylmalate/homocitrate synthase transferase
NC_007604,419220,-,-,Synpcc7942_0429,hypothetical protein
NC_007604,419382,+,-,Synpcc7942_0430,1-deoxy-D-xylulose-5-phosphate synthase
NC_007604,421289,+,-,Synpcc7942_0431,hypothetical protein
NC_007604,422547,+,-,Synpcc7942_0432,D-alanyl-D-alanine dipeptidase-like protein
NC_007604,423632,+,-,Synpcc7942_0433,hypothetical protein
NC_007604,424984,-,-,Synpcc7942_R0031,Arg tRNA
NC_007604,425057,+,-,Synpcc7942_0434,hypothetical protein
NC_007604,426075,+,-,Synpcc7942_0435,hypothetical protein
NC_007604,426845,+,-,Synpcc7942_0436,hypothetical protein
NC_007604,427463,+,-,Synpcc7942_0437,glutathione peroxidase
NC_007604,427989,+,-,Synpcc7942_0438,hypothetical protein
NC_007604,429300,-,-,Synpcc7942_0439,Mg-protoporphyrin IX methyl transferase
NC_007604,430479,-,-,Synpcc7942_0440,N-acetylglucosamine 6-phosphate deacetylase
NC_007604,430523,+,-,Synpcc7942_0441,"phosphoribosylaminoimidazole carboxylase, catalytic subunit"
NC_007604,431404,+,-,Synpcc7942_0442,ammonium transporter
NC_007604,434317,-,-,Synpcc7942_0443,hypothetical protein
NC_007604,435040,-,-,Synpcc7942_0444,hypothetical protein
NC_007604,436438,-,-,Synpcc7942_0445,ABC-type dipeptide/oligopeptide/nickel transport systems permease components-like protein
NC_007604,436823,-,rpsN,Synpcc7942_0446,30S ribosomal protein S14
NC_007604,437537,-,-,Synpcc7942_0447,DNA-(apurinic or apyrimidinic site) lyase / endonuclease III
NC_007604,438628,-,-,Synpcc7942_0448,hypothetical protein
NC_007604,440006,-,-,Synpcc7942_0449,seryl-tRNA synthetase
NC_007604,440295,-,-,Synpcc7942_0450,NifU-like protein
NC_007604,440670,+,-,Synpcc7942_0451,esterase
NC_007604,441836,-,-,Synpcc7942_0452,hypothetical protein
NC_007604,442017,+,-,Synpcc7942_0453,GAF sensor signal transduction histidine kinase
NC_007604,443972,-,cobS,Synpcc7942_0454,cobalamin synthase
NC_007604,444001,+,tgt,Synpcc7942_0455,queuine tRNA-ribosyltransferase
NC_007604,445196,+,psbK,Synpcc7942_0456,photosystem II reaction center protein K
NC_007604,445562,+,-,Synpcc7942_0457,hypothetical protein
NC_007604,447051,-,-,Synpcc7942_0458,carboxylesterase
NC_007604,448166,-,-,Synpcc7942_0459,glutathione-dependent formaldehyde dehydrogenase
NC_007604,448779,-,-,Synpcc7942_0460,acetyltransferase
NC_007604,449313,-,-,Synpcc7942_0461,hypothetical protein
NC_007604,449957,-,-,Synpcc7942_0462,hypothetical protein
NC_007604,450448,-,-,Synpcc7942_0463,protein tyrosine phosphatase
NC_007604,450993,-,-,Synpcc7942_0464,hypothetical protein
NC_007604,451748,-,-,Synpcc7942_0465,hypothetical protein
NC_007604,451838,+,-,Synpcc7942_0466,cellulose synthase
NC_007604,454837,-,-,Synpcc7942_0467,"peptidase, metallopeptidase"
NC_007604,455045,-,secG,Synpcc7942_0468,preprotein translocase subunit SecG
NC_007604,456670,-,-,Synpcc7942_0469,phosphoglyceromutase
NC_007604,457211,+,-,Synpcc7942_0470,hypothetical protein
NC_007604,457882,+,-,Synpcc7942_0471,ABC-type sugar transport system permease component-like protein
NC_007604,458795,+,-,Synpcc7942_0472,exodeoxyribonuclease VII small subunit
NC_007604,459096,+,-,Synpcc7942_0473,NADH:flavin oxidoreductase
NC_007604,460448,-,-,Synpcc7942_0474,hypothetical protein
NC_007604,460544,-,petN,Synpcc7942_0475,cytochrome b6-f complex subunit PetN
NC_007604,460552,+,clpS,Synpcc7942_0476,ATP-dependent Clp protease adaptor
NC_007604,461293,-,-,Synpcc7942_0477,hypothetical protein
NC_007604,461935,-,-,Synpcc7942_0478,thylakoidal processing peptidase
NC_007604,463749,-,-,Synpcc7942_0479,GTP-binding protein LepA
NC_007604,463901,+,-,Synpcc7942_0480,GAF sensor signal transduction histidine kinase
NC_007604,465713,+,-,Synpcc7942_0481,protease
NC_007604,468775,-,-,Synpcc7942_0482,peptidoglycan glycosyltransferase
NC_007604,469239,-,-,Synpcc7942_0483,hypothetical protein
NC_007604,470874,-,-,Synpcc7942_0484,hypothetical protein
NC_007604,470975,+,-,Synpcc7942_0485,phosphoglycerate mutase
NC_007604,472319,+,-,Synpcc7942_0486,dihydroorotase
NC_007604,474172,-,-,Synpcc7942_0487,thylakoidal processing peptidase
NC_007604,474316,+,-,Synpcc7942_0488,dihydroorotase
NC_007604,477044,-,-,Synpcc7942_0489,aldehyde dehydrogenase
NC_007604,477395,+,-,Synpcc7942_0490,PAS/PAC sensor-containing diguanylate cyclase
NC_007604,479700,+,-,Synpcc7942_0491,hypothetical protein
NC_007604,480824,-,-,Synpcc7942_0492,bifunctional riboflavin kinase/FMN adenylyltransferase
NC_007604,480967,+,-,Synpcc7942_0493,hypothetical protein
NC_007604,482984,-,-,Synpcc7942_0494,hypothetical protein
NC_007604,483517,-,-,Synpcc7942_0495,hypothetical protein
NC_007604,484323,-,-,Synpcc7942_0496,hypothetical protein
NC_007604,484504,-,-,Synpcc7942_0497,hypothetical protein
NC_007604,484585,+,-,Synpcc7942_0498,mannose-1-phosphate guanylyltransferase
NC_007604,488370,-,-,Synpcc7942_0499,hydroxyneurosporene-O-methyltransferase
NC_007604,488823,-,-,Synpcc7942_0500,hypothetical protein
NC_007604,489483,-,-,Synpcc7942_0501,nucleoside-diphosphate-sugar epimerase-like protein
NC_007604,490074,-,-,Synpcc7942_0502,hypothetical protein
NC_007604,490382,-,-,Synpcc7942_0503,hypothetical protein
NC_007604,491765,-,hemA,Synpcc7942_0504,glutamyl-tRNA reductase
NC_007604,492867,-,glpX,Synpcc7942_0505,"fructose 1,6-bisphosphatase II"
NC_007604,492988,+,pyrH,Synpcc7942_0506,uridylate kinase
NC_007604,493736,+,frr,Synpcc7942_0507,ribosome recycling factor
NC_007604,494291,+,-,Synpcc7942_0508,geranylgeranyl reductase
NC_007604,495460,+,-,Synpcc7942_0509,hypothetical protein
NC_007604,496580,-,-,Synpcc7942_0510,2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase
NC_007604,497579,-,-,Synpcc7942_0511,ABC-type transport system involved in cytochrome c biogenesis permease component-like protein
NC_007604,498808,-,-,Synpcc7942_0512,hypothetical protein
NC_007604,499653,-,-,Synpcc7942_0513,ATPase
NC_007604,500105,-,-,Synpcc7942_0514,hypothetical protein
NC_007604,500565,-,-,Synpcc7942_0515,hypothetical protein
NC_007604,501970,-,-,Synpcc7942_0516,C-terminal processing peptidase-2
NC_007604,504333,-,-,Synpcc7942_0517,exonuclease RecJ
NC_007604,504393,+,-,Synpcc7942_0518,hypothetical protein
NC_007604,505620,+,-,Synpcc7942_0519,hypothetical protein
NC_007604,506188,+,-,Synpcc7942_0520,hypothetical protein
NC_007604,506835,+,-,Synpcc7942_0521,hypothetical protein
NC_007604,507941,+,-,Synpcc7942_0522,hypothetical protein
NC_007604,508794,-,-,Synpcc7942_0523,hypothetical protein
NC_007604,509223,-,-,Synpcc7942_0524,hypothetical protein
NC_007604,510332,-,aroB,Synpcc7942_0525,3-dehydroquinate synthase
NC_007604,510412,+,-,Synpcc7942_0526,ABC-type sugar transport systems permease components-like protein
NC_007604,512391,-,-,Synpcc7942_0527,hypothetical protein
NC_007604,513578,-,-,Synpcc7942_0528,lipopolysaccharide biosynthesis proteins LPS
NC_007604,513543,+,-,Synpcc7942_0529,6-phosphogluconolactonase
NC_007604,514335,+,-,Synpcc7942_0530,(4Fe-4S)-binding protein
NC_007604,515313,+,-,Synpcc7942_0531,TPR repeat-containing protein
NC_007604,516767,-,-,Synpcc7942_0532,hypothetical protein
NC_007604,517015,-,-,Synpcc7942_0533,hypothetical protein
NC_007604,519054,-,-,Synpcc7942_0534,glucosamine--fructose-6-phosphate aminotransferase
NC_007604,519408,-,-,Synpcc7942_0535,photosystem I subunit VII
NC_007604,519699,+,acpP,Synpcc7942_0536,acyl carrier protein
NC_007604,520081,+,-,Synpcc7942_0537,3-oxoacyl-ACP synthase
NC_007604,521502,+,-,Synpcc7942_0538,transketolase
NC_007604,523604,+,-,Synpcc7942_0539,hypothetical protein
NC_007604,524367,+,-,Synpcc7942_0540,hypothetical protein
NC_007604,524830,+,-,Synpcc7942_0541,hypothetical protein
NC_007604,525333,+,-,Synpcc7942_0542,lipoyl synthase
NC_007604,526813,-,-,Synpcc7942_0543,hypothetical protein
NC_007604,526892,+,-,Synpcc7942_0544,hypothetical protein
NC_007604,527143,+,-,Synpcc7942_0545,hypothetical protein
NC_007604,527836,+,-,Synpcc7942_0546,Na+/H+ antiporter
NC_007604,530566,-,-,Synpcc7942_0547,hypothetical protein
NC_007604,531783,-,-,Synpcc7942_0548,hypothetical protein
NC_007604,531884,+,-,Synpcc7942_0549,hypothetical protein
NC_007604,532654,+,-,Synpcc7942_0550,hypothetical protein
NC_007604,533525,+,-,Synpcc7942_0551,hypothetical protein
NC_007604,534067,+,-,Synpcc7942_0552,UDP-N-acetylglucosamine 2-epimerase
NC_007604,536778,-,-,Synpcc7942_0553,secretion protein HlyD
NC_007604,536594,+,-,Synpcc7942_0554,GTP-dependent nucleic acid-binding protein EngD
NC_007604,537790,+,-,Synpcc7942_0555,zinc metalloprotease
NC_007604,539219,-,-,Synpcc7942_0556,two component transcriptional regulator
NC_007604,539414,+,-,Synpcc7942_0557,hypothetical protein
NC_007604,539606,+,-,Synpcc7942_0558,hypothetical protein
NC_007604,541242,-,hslO,Synpcc7942_0559,heat shock protein 33
NC_007604,541979,-,-,Synpcc7942_0560,ATPase
NC_007604,541955,+,-,Synpcc7942_0561,hypothetical protein
NC_007604,543050,+,-,Synpcc7942_0562,hypothetical protein
NC_007604,545654,-,-,Synpcc7942_0563,excinuclease ABC subunit B
NC_007604,545774,+,-,Synpcc7942_0564,ATPase
NC_007604,546588,+,-,Synpcc7942_0565,FHA domain-containing protein
NC_007604,547262,+,-,Synpcc7942_0566,HAD family hydrolase
NC_007604,549368,-,-,Synpcc7942_0567,hypothetical protein
NC_007604,550687,-,-,Synpcc7942_0568,cytosine deaminase-like protein
NC_007604,551653,-,-,Synpcc7942_0569,DNA-directed RNA polymerase sigma subunit (sigma70/sigma32)-like protein
NC_007604,553221,-,-,Synpcc7942_0570,DNA polymerase III subunit alpha
NC_007604,554697,-,-,Synpcc7942_0571,sugar (glycoside-Pentoside-hexuronide) transporter
NC_007604,555153,-,-,Synpcc7942_0572,hypothetical protein
NC_007604,555218,+,-,Synpcc7942_R0032,Gly tRNA
NC_007604,555533,-,-,Synpcc7942_0573,hypothetical protein
NC_007604,555612,+,-,Synpcc7942_0574,hypothetical protein
NC_007604,556977,-,-,Synpcc7942_0575,hypothetical protein
NC_007604,557200,+,thiG,Synpcc7942_0576,thiazole synthase
NC_007604,558144,+,-,Synpcc7942_0577,hypothetical protein
NC_007604,558408,+,-,Synpcc7942_0578,UDP-sulfoquinovose synthase
NC_007604,559632,+,-,Synpcc7942_0579,sulfolipid sulfoquinovosyldiacylglycerol biosynthesis protein
NC_007604,562561,-,-,Synpcc7942_0580,peptidoglycan glycosyltransferase
NC_007604,562981,-,-,Synpcc7942_0581,hypothetical protein
NC_007604,564024,-,-,Synpcc7942_0582,hypothetical protein
NC_007604,564123,+,-,Synpcc7942_0583,protoporphyrin IX magnesium-chelatase
NC_007604,566079,-,-,Synpcc7942_0584,ribose-5-phosphate isomerase A
NC_007604,567399,-,-,Synpcc7942_0585,hypothetical protein
NC_007604,568279,-,-,Synpcc7942_0586,hypothetical protein
NC_007604,568589,+,-,Synpcc7942_R0004,16S ribosomal RNA
NC_007604,570240,+,-,Synpcc7942_R0033,Ile tRNA
NC_007604,570347,+,-,Synpcc7942_R0034,Ala tRNA
NC_007604,570624,+,-,Synpcc7942_R0005,23S ribosomal RNA
NC_007604,573572,+,-,Synpcc7942_R0006,5S ribosomal RNA
NC_007604,573854,+,valS,Synpcc7942_0587,valyl-tRNA synthetase
NC_007604,577840,-,purT,Synpcc7942_0588,phosphoribosylglycinamide formyltransferase 2
NC_007604,577911,+,-,Synpcc7942_0589,Fe-S-cluster oxidoreductase-like protein
NC_007604,578574,+,-,Synpcc7942_0590,hypothetical protein
NC_007604,578971,+,-,Synpcc7942_0591,hypothetical protein
NC_007604,580394,-,-,Synpcc7942_0592,6-phosphofructokinase
NC_007604,581174,-,-,Synpcc7942_0593,hypothetical protein
NC_007604,582881,-,-,Synpcc7942_0594,hypothetical protein
NC_007604,583398,-,-,Synpcc7942_0595,hypothetical protein
NC_007604,583466,+,-,Synpcc7942_0596,delta(24)-sterol C-methyltransferase
NC_007604,585264,-,-,Synpcc7942_0597,naphthoate synthase
NC_007604,585701,+,-,Synpcc7942_0598,peptidoglycan-binding LysM
NC_007604,587716,+,-,Synpcc7942_R0035,Met tRNA
NC_007604,588404,-,-,Synpcc7942_0599,TetR family transcriptional regulator
NC_007604,590060,-,-,Synpcc7942_0600,serine/threonine protein kinase
NC_007604,590390,-,-,Synpcc7942_0601,hypothetical protein
NC_007604,591454,-,-,Synpcc7942_0602,hypothetical protein
NC_007604,592751,-,glgC,Synpcc7942_0603,glucose-1-phosphate adenylyltransferase
NC_007604,592890,+,-,Synpcc7942_0604,ribulose-phosphate 3-epimerase
NC_007604,594694,-,-,Synpcc7942_0605,hypothetical protein
NC_007604,595367,-,aat,Synpcc7942_0606,leucyl/phenylalanyl-tRNA--protein transferase
NC_007604,595381,+,-,Synpcc7942_0607,hypothetical protein
NC_007604,595724,+,-,Synpcc7942_0608,hypothetical protein
NC_007604,596333,+,-,Synpcc7942_0609,proton-translocating NADH-quinone oxidoreductase subunit M
NC_007604,597977,+,-,Synpcc7942_0610,hypothetical protein
NC_007604,599777,+,-,Synpcc7942_0611,recombination and DNA strand exchange inhibitor protein
NC_007604,603369,-,-,Synpcc7942_0612,citrate synthase
NC_007604,603992,-,-,Synpcc7942_0613,phosphohistidine phosphatase SixA
NC_007604,605675,-,-,Synpcc7942_0614,hypothetical protein
NC_007604,605836,+,-,Synpcc7942_0615,rhodanese-like protein
NC_007604,606238,+,hrcA,Synpcc7942_0616,heat-inducible transcription repressor
NC_007604,607688,-,-,Synpcc7942_0617,hypothetical protein
NC_007604,607820,+,-,Synpcc7942_0618,S-adenosyl-L-homocysteine hydrolase
NC_007604,609153,+,-,Synpcc7942_0619,hypothetical protein
NC_007604,609789,+,-,Synpcc7942_0620,hypothetical protein
NC_007604,610715,+,-,Synpcc7942_0621,hypothetical protein
NC_007604,611912,+,-,Synpcc7942_0622,ATPase
NC_007604,613972,+,-,Synpcc7942_0623,thioredoxin reductase
NC_007604,615361,+,-,Synpcc7942_0624,light dependent period
NC_007604,616419,+,-,Synpcc7942_0625,single-stranded nucleic acid binding R3H
NC_007604,618362,+,-,Synpcc7942_0626,dihydroxy-acid dehydratase
NC_007604,620372,+,-,Synpcc7942_R0037,Gln tRNA
NC_007604,620462,+,-,Synpcc7942_0627,hypothetical protein
NC_007604,621277,+,-,Synpcc7942_0628,spermidine synthase
NC_007604,622340,-,-,Synpcc7942_0629,hypothetical protein
NC_007604,622432,+,-,Synpcc7942_0630,hypothetical protein
NC_007604,624321,-,rplL,Synpcc7942_0631,50S ribosomal protein L7/L12
NC_007604,624957,-,rplJ,Synpcc7942_0632,50S ribosomal protein L10
NC_007604,625791,-,rplA,Synpcc7942_0633,50S ribosomal protein L1
NC_007604,626291,-,rplK,Synpcc7942_0634,50S ribosomal protein L11
NC_007604,626916,-,nusG,Synpcc7942_0635,transcription antitermination protein NusG
NC_007604,627197,-,secE,Synpcc7942_0636,preprotein translocase subunit SecE
NC_007604,629962,-,-,Synpcc7942_0637,ATPase
NC_007604,630463,-,-,Synpcc7942_0638,glyoxalase I
NC_007604,630677,+,eno,Synpcc7942_0639,phosphopyruvate hydratase
NC_007604,632225,+,-,Synpcc7942_0640,ATPase
NC_007604,635996,-,sdhA,Synpcc7942_0641,succinate dehydrogenase flavoprotein subunit
NC_007604,636670,-,-,Synpcc7942_0642,bacterioferritin comigratory protein
NC_007604,636762,+,-,Synpcc7942_0643,hypothetical protein
NC_007604,636966,+,-,Synpcc7942_0644,GAF sensor hybrid histidine kinase
NC_007604,639397,+,-,Synpcc7942_0645,glutamate-1-semialdehyde aminotransferase
NC_007604,640765,+,-,Synpcc7942_0646,hypothetical protein
NC_007604,641196,+,-,Synpcc7942_0647,hypothetical protein
NC_007604,641837,+,-,Synpcc7942_0648,hypothetical protein
NC_007604,644045,-,-,Synpcc7942_0649,RNA polymerase sigma factor RpoD
NC_007604,644659,-,-,Synpcc7942_0650,hypothetical protein
NC_007604,644741,+,-,Synpcc7942_0651,primosome assembly protein PriA
NC_007604,648713,-,-,Synpcc7942_0652,hypothetical protein
NC_007604,649441,-,-,Synpcc7942_0653,peptidyl-prolyl cis-trans isomerase
NC_007604,650009,-,-,Synpcc7942_0654,photosystem I assembly protein Ycf4
NC_007604,650207,+,-,Synpcc7942_0655,photosystem II D2 protein (photosystem q(a) protein)
NC_007604,651274,+,-,Synpcc7942_0656,photosystem II 44 kDa subunit reaction center protein
NC_007604,653440,-,-,Synpcc7942_0657,hypothetical protein
NC_007604,653770,-,-,Synpcc7942_0658,hypothetical protein
NC_007604,655275,-,-,Synpcc7942_0659,Rad3-related DNA helicases-like protein
NC_007604,655282,+,-,Synpcc7942_0660,arogenate dehydrogenase
NC_007604,656270,+,-,Synpcc7942_0661,hypothetical protein
NC_007604,657943,+,-,Synpcc7942_0662,hypothetical protein
NC_007604,658977,+,-,Synpcc7942_0663,adenylate/guanylate cyclase
NC_007604,660875,+,-,Synpcc7942_0664,cyclic nucleotide-binding protein
NC_007604,662978,-,-,Synpcc7942_0665,hypothetical protein
NC_007604,663141,+,-,Synpcc7942_0666,molecular chaperone DnaJ
NC_007604,663923,+,-,Synpcc7942_0667,hypothetical protein
NC_007604,664446,-,-,Synpcc7942_0668,hypothetical protein
NC_007604,664540,+,-,Synpcc7942_0669,DNA-3-methyladenine glycosylase
NC_007604,665121,+,pyrB,Synpcc7942_0670,aspartate carbamoyltransferase
NC_007604,666156,+,-,Synpcc7942_0671,hypothetical protein
NC_007604,666882,+,-,Synpcc7942_0672,RNA polymerase sigma factor SigD
